,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
34,2010,69.75,SL.TLF.ACTI.FE.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
35,2011,69.6,SL.TLF.ACTI.FE.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
36,2012,69.47,SL.TLF.ACTI.FE.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
37,2013,69.36,SL.TLF.ACTI.FE.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
38,2014,69.24,SL.TLF.ACTI.FE.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
39,2015,69.14,SL.TLF.ACTI.FE.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
40,2016,69.05,SL.TLF.ACTI.FE.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
41,2017,68.93,SL.TLF.ACTI.FE.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
42,2018,68.78,SL.TLF.ACTI.FE.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
43,2010,27.14,SL.TLF.ACTI.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
44,2011,25.67,SL.TLF.ACTI.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
45,2012,24.26,SL.TLF.ACTI.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
46,2013,23.85,SL.TLF.ACTI.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
47,2014,23.46,SL.TLF.ACTI.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
48,2015,23.1,SL.TLF.ACTI.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
49,2016,22.77,SL.TLF.ACTI.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
50,2017,22.45,SL.TLF.ACTI.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
51,2018,22.16,SL.TLF.ACTI.FE.ZS,IND,India,South Asia,Lower middle income,IBRD
52,2010,82.32,SL.TLF.ACTI.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
53,2011,82.45,SL.TLF.ACTI.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
54,2012,82.72,SL.TLF.ACTI.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
55,2013,83.09,SL.TLF.ACTI.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
56,2014,83.48,SL.TLF.ACTI.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
57,2015,83.84,SL.TLF.ACTI.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
58,2016,84.34,SL.TLF.ACTI.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
59,2017,84.75,SL.TLF.ACTI.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
60,2018,85.07,SL.TLF.ACTI.FE.ZS,NPL,Nepal,South Asia,Lower middle income,IDA
61,2010,22.81,SL.TLF.ACTI.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
62,2011,23.18,SL.TLF.ACTI.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
63,2012,23.39,SL.TLF.ACTI.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
64,2013,23.62,SL.TLF.ACTI.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
65,2014,24.07,SL.TLF.ACTI.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
66,2015,25.09,SL.TLF.ACTI.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
67,2016,24.24,SL.TLF.ACTI.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
68,2017,23.42,SL.TLF.ACTI.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
69,2018,22.62,SL.TLF.ACTI.FE.ZS,PAK,Pakistan,South Asia,Lower middle income,Blend
70,2010,48.38,SL.TLF.ACTI.FE.ZS,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
71,2011,49.11,SL.TLF.ACTI.FE.ZS,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
72,2012,49.59,SL.TLF.ACTI.FE.ZS,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
73,2013,50.73,SL.TLF.ACTI.FE.ZS,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
74,2014,51.11,SL.TLF.ACTI.FE.ZS,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
75,2015,52.6,SL.TLF.ACTI.FE.ZS,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
76,2016,52.82,SL.TLF.ACTI.FE.ZS,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
77,2017,53.89,SL.TLF.ACTI.FE.ZS,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
78,2018,53.85,SL.TLF.ACTI.FE.ZS,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
79,2010,67.14,SL.TLF.ACTI.FE.ZS,USA,United States,North America,High income,Not classified
80,2011,66.56,SL.TLF.ACTI.FE.ZS,USA,United States,North America,High income,Not classified
81,2012,66.52,SL.TLF.ACTI.FE.ZS,USA,United States,North America,High income,Not classified
82,2013,66.02,SL.TLF.ACTI.FE.ZS,USA,United States,North America,High income,Not classified
83,2014,66.0,SL.TLF.ACTI.FE.ZS,USA,United States,North America,High income,Not classified
84,2015,65.86,SL.TLF.ACTI.FE.ZS,USA,United States,North America,High income,Not classified
85,2016,66.29,SL.TLF.ACTI.FE.ZS,USA,United States,North America,High income,Not classified
86,2017,66.94,SL.TLF.ACTI.FE.ZS,USA,United States,North America,High income,Not classified
87,2018,67.23,SL.TLF.ACTI.FE.ZS,USA,United States,North America,High income,Not classified
